,ID1_G,ID2_G,ID_T_G,ID_R_G,Winner
1534,34538,8555,13144,4,34538
1535,18089,23461,13144,4,18089
1536,14510,29463,13144,4,14510
1537,8313,28074,12985,4,8313
1538,17749,7317,12987,3,7317
1539,8812,21762,13144,4,8812
1540,831,6691,12811,5,831
1541,26923,7970,12984,4,7970
1542,838,29935,12984,4,838
1543,9658,23299,12984,4,9658
1544,12587,11742,12985,4,12587
1545,28762,18016,12985,4,18016
1546,9488,17123,12985,4,9488
1547,28073,9842,12985,4,9842
1548,745,11009,12985,4,745
1549,11310,1569,12986,4,1569
1550,19812,18612,13133,12,18612
1551,26965,2119,13145,4,26965
1552,24179,12750,13145,4,24179
1553,36263,33984,13145,4,36263
1554,24721,17316,13145,4,24721
1555,24073,13607,13154,4,13607
1556,11358,31330,13154,4,11358
1557,14815,25708,13154,4,25708
1558,28887,20354,13154,4,28887
1559,1113,10995,12811,4,10995
1560,578,3577,12811,4,3577
1561,678,7757,12811,4,678
1562,2179,28895,12984,4,2179
1563,51139,39942,12984,4,51139
1564,3054,20651,12984,4,3054
1565,26218,4146,12984,4,4146
1566,762,12921,12985,4,762
1567,11701,9833,12986,4,9833
1568,23640,882,12986,4,882
1569,616,12614,12986,4,12614
1570,12534,12661,12986,4,12661
1571,19882,30798,13145,4,30798
1572,14561,21826,13146,4,14561
1573,42971,29716,13146,4,29716
1574,42681,40383,13146,4,40383
1575,21499,29795,13152,4,21499
1576,29665,11005,13152,4,11005
1577,38362,6340,12811,4,6340
1578,7043,13447,12811,4,7043
1579,8806,7295,12811,5,7295
1580,1718,25533,12984,4,1718
1581,22807,20648,12984,4,20648
1582,29894,13160,13140,4,29894
1583,11332,41745,13140,4,11332
1584,11528,30473,13140,4,11528
1585,10813,49595,13140,4,10813
1586,35084,30972,13141,4,35084
1587,25368,21311,13141,4,25368
1588,29667,41680,13143,4,29667
1589,26424,28334,13143,4,28334
1590,12622,27113,13145,4,27113
1591,5069,17003,13147,4,5069
1592,4019,17009,13147,4,4019
1593,23471,27185,13147,4,23471
1594,22865,10363,13147,4,10363
1595,25539,12588,13147,4,12588
1596,20652,19790,13147,4,20652
1597,25172,6188,13147,4,6188
1598,27116,26093,13147,4,27116
1599,38621,34489,13147,4,38621
1600,9493,29833,13147,4,9493
1601,35337,24712,13147,4,35337
1602,5885,23317,13147,4,5885
1603,22798,20463,13148,4,20463
1604,26502,17972,13148,4,17972
1605,29457,29262,13148,4,29457
1606,20471,20100,13148,4,20100
1607,28924,23802,13148,4,28924
1608,28992,18398,13148,4,18398
1609,7234,8672,13148,4,8672
1610,34861,38551,13148,4,38551
1611,20807,23538,13150,4,23538
1612,28685,20133,13152,4,20133
1613,13031,30320,13152,4,13031
1614,36821,23643,13153,4,23643
1615,12936,26002,13153,4,26002
1616,26761,14795,13153,4,14795
1617,22269,30467,13153,4,22269
1618,11948,29672,13153,4,11948
1619,8706,22068,13154,4,22068
1620,27262,19755,13154,4,27262
1621,27187,18256,13156,4,27187
1622,33298,30614,13156,4,33298
1623,29271,36257,13156,4,29271
1624,20849,35086,13156,4,20849
1625,36042,30804,13156,4,36042
1626,9535,32994,13156,4,9535
1627,35667,7348,13156,4,7348
1628,17961,37918,13156,4,17961
1629,11378,29819,13156,4,29819
1630,22704,6694,13156,4,22704
1631,13511,21097,12811,4,21097
1632,673,619,12811,4,673
1633,20193,6848,12811,5,6848
1634,20655,17829,12984,4,17829
1635,50653,19421,12984,4,19421
1636,1936,9839,12984,4,9839
1637,935,728,12986,4,728
1638,6080,3316,12986,4,3316
1639,21623,18766,13140,4,21623
1640,11020,38934,13140,4,11020
1641,12229,22851,13141,4,12229
1642,29469,48844,13141,4,29469
1643,29905,18746,13142,4,29905
1644,24797,29610,13142,4,29610
1645,14967,24870,13142,4,14967
1646,7732,14890,13142,4,7732
1647,891,26238,13143,4,891
1648,13804,25544,13143,4,13804
1649,20705,22949,13146,4,22949
1650,20750,29574,13146,4,20750
1651,30470,1886,13148,4,30470
1652,24009,14548,13148,4,24009
1653,37361,8515,13148,4,8515
1654,23301,18484,13148,4,18484
1655,21254,26213,13148,4,21254
1656,33648,20102,13148,4,33648
1657,23544,35225,13148,4,23544
1658,27358,29663,13152,4,27358
1659,31358,26144,13152,4,31358
1660,22235,14884,13152,4,14884
1661,40434,26153,13152,4,26153
1662,28063,43019,12811,4,43019
1663,1837,2123,12811,4,2123
1664,1042,7459,12811,5,7459
1665,11226,17474,12811,5,17474
1666,14609,7806,12984,4,7806
1667,14716,2379,12986,4,2379
1668,13269,8946,12986,4,8946
1669,14177,875,12986,4,14177
1670,25408,22272,13142,4,25408
1671,24530,12861,13142,4,12861
1672,28346,31088,13143,4,28346
1673,17250,24247,13143,4,17250
1674,18748,13950,13151,4,13950
1675,8787,23336,13151,4,8787
1676,15075,26756,13151,4,15075
1677,2247,29814,13151,4,2247
1678,13209,30092,13152,4,13209
1679,14108,30537,13152,4,30537
1680,1092,12043,12811,5,1092
1681,14891,5058,12985,4,5058
1682,4149,9305,12985,4,4149
1683,9649,13968,12985,4,9649
1684,3586,25546,13142,4,3586
1685,23012,15000,13142,4,15000
1686,11517,21332,13144,4,11517
1687,14892,29285,13144,4,29285
1688,27114,28075,13144,4,27114
1689,33234,21256,13144,4,33234
1690,30087,23090,13149,4,23090
1691,10636,30809,13149,4,10636
1692,31754,31036,13149,4,31754
1693,23575,12977,13149,4,12977
1694,22771,22560,13149,4,22560
1695,30849,7657,13149,4,7657
1696,21553,7891,13149,4,21553
1697,14889,20846,13149,4,20846
1698,3849,3818,13149,4,3849
1699,21460,7612,13149,4,21460
1700,5127,4025,12985,4,5127
1701,1266,745,12985,5,745
1702,18648,11816,12986,4,11816
1703,9831,15021,12985,4,9831
1704,13576,970,12985,4,970
1705,9488,28762,12985,5,9488
1706,23235,29550,12985,4,29550
1707,23147,22979,12987,4,22979
1708,23331,25294,13144,4,25294
1709,29462,35539,13144,4,29462
1710,26009,26764,13144,4,26009
1711,29943,24945,13144,4,29943
1712,1264,8313,12985,5,8313
1713,26181,49899,12985,9,26181
1714,12852,19584,12987,4,19584
1715,13032,22437,12987,4,22437
1716,18524,18422,12987,4,18524
1717,5069,4019,13147,5,5069
1718,25703,23471,13147,5,23471
1719,25539,22865,13147,5,25539
1720,27116,25172,13147,5,27116
1721,38621,9493,13147,5,9493
1722,5885,35337,13147,5,5885
1723,9658,10231,12984,5,10231
1724,28073,7393,12985,5,7393
1725,10051,29376,13143,4,10051
1726,5993,14960,13143,4,14960
1727,34537,20287,13144,4,20287
1728,36278,17741,13144,4,17741
1729,20559,30611,13152,4,30611
1730,28684,43928,13152,4,28684
1731,33298,22774,13156,5,22774
1732,10288,17961,13156,5,17961
1733,5150,24740,12811,5,5150
1734,19,24008,12811,5,19
1735,20650,11923,12811,5,11923
1736,9878,39803,12986,4,9878
1737,25777,18812,12986,4,18812
1738,13800,4003,12986,4,4003
1739,13048,6817,12986,5,6817
1740,28108,29597,13141,5,28108
1741,22761,28364,13143,4,22761
1742,25000,13225,13143,4,25000
1743,24877,39896,13145,4,24877
1744,29055,23204,13145,4,23204
1745,3651,21396,13145,4,21396
1746,21397,20900,13145,4,21397
1747,20658,18378,13145,4,20658
1748,12214,12202,13145,4,12214
1749,14465,30211,13145,4,14465
1750,22280,24531,13146,4,24531
1751,30856,24646,13146,4,30856
1752,29720,13626,13146,4,13626
1753,30801,37085,13146,4,30801
1754,36397,24294,13146,4,24294
1755,40058,20652,13147,5,20652
1756,12054,12527,13147,5,12527
1757,26143,39445,13152,4,26143
1758,21497,31869,13153,5,21497
1759,36821,37003,13153,5,37003
1760,18136,12936,13153,5,18136
1761,18627,26761,13153,5,26761
1762,21757,21893,13153,5,21757
1763,11948,12452,13153,5,11948
1764,28899,25082,13154,4,28899
1765,14477,30355,13154,4,14477
1766,19857,26205,13154,4,26205
1767,5992,1113,12811,5,5992
1768,7127,578,12811,5,578
1769,36588,49942,12811,5,49942
1770,674,791,12811,5,674
1771,1075,9043,12811,5,1075
1772,26218,21506,12984,5,21506
1773,51139,51998,12984,9,51139
1774,854,29939,12986,5,854
1775,21623,37019,13140,5,21623
1776,29894,29040,13140,5,29894
1777,11332,11528,13140,5,11332
1778,13017,8858,13140,5,13017
1779,10813,22112,13140,5,10813
1780,10929,26991,13141,5,10929
1781,24756,29117,13143,4,24756
1782,12048,23753,13145,4,12048
1783,13592,33860,13145,4,33860
1784,26313,11942,13146,4,26313
1785,26502,22798,13148,5,22798
1786,34861,7234,13148,5,7234
1787,24009,37361,13148,5,24009
1788,18457,30221,13154,4,30221
1789,29960,25536,13154,4,25536
1790,7555,21822,13154,4,7555
1791,13844,31292,13154,4,13844
1792,49890,38362,12811,5,49890
1793,47335,13742,12984,4,47335
1794,18485,25171,12984,5,18485
1795,935,11701,12986,5,11701
1796,11309,30601,13140,5,11309
1797,12229,21402,13141,5,12229
1798,35084,24717,13141,5,35084
1799,25368,34964,13141,5,25368
1800,23997,21189,13141,5,21189
1801,29469,33738,13141,5,33738
1802,10492,26892,13143,4,26892
1803,10602,23197,13145,4,10602
1804,22280,34539,13146,5,34539
1805,20694,18665,13151,4,20694
1806,8526,21257,13151,4,21257
1807,10990,18260,13151,4,10990
1808,25451,26835,13151,4,25451
1809,20983,29924,13151,4,20983
1810,18474,18477,13151,4,18477
1811,26600,32073,13151,4,26600
1812,32723,22058,13152,4,32723
1813,22429,35979,13155,4,22429
1814,26627,27056,13155,4,26627
1815,24397,21312,13155,4,24397
1816,26706,30102,13155,4,26706
1817,9109,13008,13155,4,9109
1818,12055,37034,13155,4,37034
1819,11797,25934,13155,4,25934
1820,18338,20054,13155,4,18338
1821,12194,24757,13155,4,12194
1822,34102,20979,13155,4,20979
1823,30126,30309,13155,4,30126
1824,26211,14861,13155,4,14861
1825,13337,27779,13155,4,13337
1826,19907,27745,13155,4,27745
1827,28566,13940,13155,4,13940
1828,21070,29353,13155,4,21070
1829,27187,28898,13156,5,28898
1830,22704,11378,13156,5,22704
1831,22434,11704,12811,5,11704
1832,13511,34447,12811,5,34447
1833,673,961,12811,5,673
1834,7043,1837,12811,5,1837
1835,5838,20655,12984,5,5838
1836,14177,12534,12986,5,14177
1837,29457,20471,13148,5,29457
1838,30470,18579,13148,5,30470
1839,28992,28924,13148,5,28924
1840,23301,21254,13148,5,21254
1841,33648,23544,13148,5,23544
1842,18770,26832,13150,4,26832
1843,23072,29579,13150,4,29579
1844,4344,18612,13150,4,18612
1845,20194,28860,13150,4,20194
1846,22707,14588,13150,4,14588
1847,677,678,12811,5,677
1848,36278,14892,13144,5,14892
1849,14510,18089,13144,5,18089
1850,29151,23331,13144,5,29151
1851,29462,8812,13144,5,8812
1852,19910,25227,13149,4,19910
1853,24069,10713,13149,4,10713
1854,8354,9543,13149,4,9543
1855,10978,12000,13149,4,12000
1856,10636,31754,13149,5,10636
1857,30849,21553,13149,5,30849
1858,14889,23998,13149,5,23998
1859,31568,28993,13150,4,31568
1860,29149,8818,13150,4,29149
1861,27064,12222,13150,4,12222
1862,14377,17649,13150,4,17649
1863,9831,13576,12985,5,13576
1864,762,12587,12985,5,762
1865,5127,14891,12985,5,5127
1866,16996,21949,12987,4,16996
1867,9649,4149,12985,5,4149
1868,50029,37235,12985,9,37235
1869,23550,14606,12987,4,14606
1870,13764,17903,12987,4,13764
1871,641,1003,12987,4,1003
1872,11517,34537,13144,5,11517
1873,34538,27114,13144,5,34538
1874,29943,26009,13144,5,26009
1875,12226,33234,13144,5,12226
1876,25543,14479,12987,4,25543
1877,28296,12491,12987,4,28296
1878,20396,651,12987,4,651
1879,23142,23748,12987,4,23748
1880,10828,10844,12987,4,10844
1881,26965,10602,13145,5,10602
1882,24877,29055,13145,5,24877
1883,24179,3651,13145,5,24179
1884,36263,21397,13145,5,21397
1885,12214,14465,13145,5,14465
1886,29271,26839,13156,5,26839
1887,36042,9535,13156,5,9535
1888,20650,19,12811,6,19
1889,1936,14609,12984,5,14609
1890,13800,11310,12986,5,11310
1891,616,18648,12986,5,616
1892,36449,17749,12987,4,36449
1893,20396,23142,12987,5,23142
1894,23147,13032,12987,5,13032
1895,21623,29894,13140,9,29894
1896,13017,11332,13140,9,11332
1897,17018,11020,13140,9,11020
1898,28108,23997,13141,9,28108
1899,29469,23146,13141,9,23146
1900,25000,13804,13143,5,13804
1901,5993,23633,13143,5,5993
1902,13617,23365,13146,5,13617
1903,26313,42681,13146,5,26313
1904,20750,30801,13146,5,30801
1905,1687,36397,13146,5,1687
1906,5069,25703,13147,9,5069
1907,25539,40058,13147,9,25539
1908,38621,27116,13147,9,27116
1909,12054,5885,13147,9,5885
1910,29457,26502,13148,9,29457
1911,24009,34861,13148,9,34861
1912,33648,23301,13148,9,33648
1913,20694,24393,13151,5,20694
1914,10990,8526,13151,5,10990
1915,15075,2247,13151,5,2247
1916,12525,26600,13151,5,12525
1917,21497,36821,13153,9,36821
1918,22269,18627,13153,9,22269
1919,11948,21757,13153,9,21757
1920,18771,18457,13154,5,18771
1921,31458,24073,13154,5,24073
1922,28899,9041,13154,5,9041
1923,14815,8706,13154,5,8706
1924,7555,14477,13154,5,7555
1925,13844,19857,13154,5,13844
1926,24397,26706,13155,5,26706
1927,11797,18338,13155,5,18338
1928,12194,34102,13155,5,12194
1929,26211,30126,13155,5,30126
1930,21070,28566,13155,5,21070
1931,8806,674,12811,6,674
1932,2179,26923,12984,5,2179
1933,22807,838,12984,5,838
1934,30292,47335,12984,9,47335
1935,14716,13269,12986,5,13269
1936,52016,25777,12986,9,52016
1937,25543,36449,12987,5,36449
1938,28296,23550,12987,5,23550
1939,13764,11683,12987,5,13764
1940,7803,12852,12987,5,7803
1941,12229,35084,13141,9,35084
1942,25368,10929,13141,9,10929
1943,30856,20705,13146,5,30856
1944,42971,29720,13146,5,42971
1945,30470,28992,13148,9,30470
1946,17317,19812,13150,4,19812
1947,8787,28885,13151,5,28885
1948,13209,27358,13152,5,27358
1949,31358,21431,13152,5,31358
1950,22235,40434,13152,5,40434
1951,20559,28685,13152,5,28685
1952,13031,26143,13152,5,26143
1953,28684,14108,13152,5,14108
1954,32723,21499,13152,5,21499
1955,27262,28887,13154,5,28887
1956,28290,35667,13156,5,35667
1957,28063,26200,12811,5,28063
1958,677,22434,12811,6,677
1959,20193,673,12811,6,673
1960,1042,1092,12811,6,1092
1961,3054,1718,12984,5,1718
1962,6080,23640,12986,5,6080
1963,9878,48064,12986,9,48064
1964,641,16996,12987,5,641
1965,10813,11309,13140,9,11309
1966,24721,20658,13145,5,24721
1967,13592,19882,13145,5,13592
1968,23575,22771,13149,5,22771
1969,9687,28600,13150,4,9687
1970,23155,19567,13150,4,23155
1971,24534,12873,13150,4,12873
1972,31568,17317,13150,5,31568
1973,18770,29149,13150,5,29149
1974,22707,14377,13150,5,22707
1975,20807,30370,13150,5,30370
1976,18748,20983,13151,5,20983
1977,41961,18136,13153,9,18136
1978,11358,29960,13154,5,11358
1979,22429,26627,13155,5,26627
1980,9109,12055,13155,5,9109
1981,19907,13337,13155,5,13337
1982,51709,25332,12811,5,25332
1983,11226,831,12811,6,831
1984,1075,7043,12811,6,1075
1985,12622,12048,13145,5,12048
1986,3685,13404,13150,4,3685
1987,5992,7127,12811,6,5992
1988,13608,29905,13142,5,29905
1989,18720,29906,13142,5,18720
1990,14894,11371,13142,5,14894
1991,24797,3586,13142,5,3586
1992,23012,14967,13142,5,14967
1993,7732,25818,13142,5,7732
1994,19910,30087,13149,5,19910
1995,8354,24069,13149,5,8354
1996,11575,3849,13149,5,3849
1997,21460,10978,13149,5,10978
1998,9687,23155,13150,5,9687
1999,23072,27064,13150,5,23072
2000,20194,4344,13150,5,20194
2001,1266,28073,12985,9,1266
2002,762,9649,12985,9,762
2003,1264,9488,12985,9,9488
2004,10828,18524,12987,5,10828
2005,25543,28296,12987,9,28296
2006,641,7803,12987,9,7803
2007,23147,10828,12987,9,10828
2008,5127,9831,12985,9,5127
2009,29667,891,13143,5,891
2010,28346,17250,13143,5,28346
2011,11517,36278,13144,9,11517
2012,14510,34538,13144,9,34538
2013,29462,29151,13144,9,29151
2014,29943,12226,13144,9,12226
2015,23226,51139,12984,10,51139
2016,13764,20396,12987,9,13764
2017,10051,24756,13143,5,10051
2018,26965,12622,13145,9,26965
2019,24179,24877,13145,9,24877
2020,24721,36263,13145,9,24721
2021,12214,13592,13145,9,13592
2022,33298,27187,13156,9,27187
2023,20849,29271,13156,9,29271
2024,22704,10288,13156,9,22704
2025,5150,49890,12811,9,5150
2026,1936,2179,12984,9,1936
2027,13048,935,12986,9,935
2028,25543,13764,12987,10,13764
2029,641,23147,12987,10,641
2030,47042,46224,12987,4,46224
2031,24429,47042,12987,9,47042
2032,24429,38360,12987,10,38360
2033,12229,25368,13141,10,25368
2034,28108,29469,13141,10,29469
2035,13617,22280,13146,9,13617
2036,30856,14561,13146,9,14561
2037,26313,42971,13146,9,26313
2038,1687,20750,13146,9,1687
2039,5069,25539,13147,10,25539
2040,38621,12054,13147,10,12054
2041,30470,29457,13148,10,30470
2042,33648,24009,13148,10,33648
2043,24534,3685,13150,5,3685
2044,31568,18770,13150,9,31568
2045,9687,23072,13150,9,9687
2046,22707,20807,13150,9,20807
2047,21497,41961,13153,10,41961
2048,22269,11948,13153,10,11948
2049,1075,11226,12811,9,1075
2050,18485,5838,12984,9,5838
2051,14716,6080,12986,9,6080
2052,616,13800,12986,9,616
2053,36588,13511,12811,9,36588
2054,20193,1042,12811,9,1042
2055,25408,24530,13142,5,24530
2056,10492,29667,13143,9,29667
2057,25000,22761,13143,9,22761
2058,28346,5993,13143,9,5993
2059,13209,31358,13152,9,31358
2060,22235,20559,13152,9,22235
2061,28684,13031,13152,9,13031
2062,29665,32723,13152,9,29665
2063,18771,31458,13154,9,18771
2064,28899,11358,13154,9,11358
2065,7555,14815,13154,9,7555
2066,13844,27262,13154,9,13844
2067,36042,28290,13156,9,36042
2068,5992,677,12811,9,5992
2069,38278,51709,12811,9,38278
2070,3054,22807,12984,9,3054
2071,14177,854,12986,9,854
2072,9878,51865,12986,10,9878
2073,21623,13017,13140,10,13017
2074,10813,17018,13140,10,17018
2075,13608,23099,13142,9,23099
2076,18720,14894,13142,9,14894
2077,20194,24534,13150,9,24534
2078,20694,10990,13151,9,20694
2079,25451,18748,13151,9,25451
2080,8787,18474,13151,9,8787
2081,12525,15075,13151,9,15075
2082,22429,24397,13155,9,22429
2083,9109,11797,13155,9,9109
2084,12194,26211,13155,9,12194
2085,21070,19907,13155,9,21070
2086,26218,9658,12984,9,9658
2087,7732,25408,13142,9,7732
2088,10051,26424,13143,9,10051
2089,8806,20650,12811,9,8806
2090,24797,23012,13142,9,23012
2091,19910,8354,13149,9,19910
2092,23575,10636,13149,9,10636
2093,30849,14889,13149,9,30849
2094,11575,21460,13149,9,11575
2095,762,5127,12985,10,5127
2096,1266,1264,12985,10,1266
2097,50029,23235,12985,10,23235
2098,25543,641,12987,12,641
2099,11373,30355,12812,1,11373
2100,29829,19584,12812,1,19584
2101,6627,20653,12813,1,6627
2102,20655,22906,12813,1,22906
2103,10051,10492,13143,10,10051
2104,28346,25000,13143,10,25000
2105,10011,11981,12812,1,11981
2106,8722,775,12812,1,775
2107,882,10500,12812,1,882
2108,17829,11438,12813,1,11438
2109,26140,13447,12813,1,13447
2110,20847,34605,12813,1,20847
2111,20104,10901,12813,1,10901
2112,9243,18076,12989,1,9243
2113,18155,33502,12989,1,33502
2114,23816,17357,12989,1,23816
2115,14387,20285,12989,1,14387
2116,11224,1886,12989,1,1886
2117,12229,28108,13141,12,28108
2118,11517,14510,13144,10,11517
2119,29943,29462,13144,10,29462
2120,26313,1687,13146,10,1687
2121,5069,38621,13147,12,5069
2122,30470,33648,13148,12,33648
2123,22235,13209,13152,10,13209
2124,29665,28684,13152,10,29665
2125,21497,22269,13153,12,22269
2126,18771,28899,13154,10,28899
2127,7555,13844,13154,10,13844
2128,1075,20193,12811,10,1075
2129,24840,8659,12812,1,8659
2130,10203,10826,12812,1,10826
2131,10505,13348,12813,1,13348
2132,18485,1936,12984,10,1936
2133,14716,13048,12986,10,13048
2134,14177,616,12986,10,616
2135,22115,13398,12989,1,13398
2136,26845,29467,12989,1,26845
2137,27482,24706,12989,1,27482
2138,15075,28700,12989,1,15075
2139,12214,24721,13145,10,24721
2140,13617,30856,13146,10,30856
2141,25451,20694,13151,10,20694
2142,12525,8787,13151,10,8787
2143,22429,9109,13155,10,9109
2144,12194,21070,13155,10,21070
2145,854,10971,12812,1,854
2146,3054,26218,12984,10,3054
2147,9550,14479,12989,1,14479
2148,12195,4453,12989,1,4453
2149,36588,38278,12811,10,38278
2150,21623,10813,13140,12,10813
2151,18720,13608,13142,10,13608
2152,24797,7732,13142,10,7732
2153,24179,26965,13145,10,26965
2154,31568,9687,13150,10,9687
2155,22707,20194,13150,10,20194
2156,5992,8806,12811,10,5992
2157,5150,28063,12811,10,5150
2158,24797,18720,13142,12,18720
2159,19910,23575,13149,10,19910
2160,30849,11575,13149,10,11575
2161,26181,50029,12985,12,26181
2162,1266,762,12985,12,1266
2163,1742,43856,12988,1,1742
2164,24843,17267,12988,1,24843
2165,9053,32243,12988,1,9053
2166,27185,37658,12988,1,27185
2167,11742,22187,12988,1,11742
2168,17009,34417,12988,1,34417
2169,1125,13954,12988,1,13954
2170,21177,25335,12988,1,21177
2171,23471,8308,12988,1,8308
2172,29844,27186,12988,1,27186
2173,26832,14108,12989,1,14108
2174,11517,29943,13144,12,11517
2175,20099,1742,12988,2,1742
2176,24843,7889,12988,2,7889
2177,748,9053,12988,2,748
2178,11742,27185,12988,2,11742
2179,13963,17009,12988,2,13963
2180,21177,1125,12988,2,1125
2181,23471,7511,12988,2,7511
2182,23815,29844,12988,2,23815
2183,882,8722,12812,3,882
2184,22807,736,12813,1,736
2185,20847,20104,12813,3,20104
2186,10590,17808,12989,2,10590
2187,23816,26832,12989,2,23816
2188,13617,26313,13146,12,26313
2189,7555,18771,13154,12,7555
2190,20849,33298,13156,10,33298
2191,22704,36042,13156,10,22704
2192,11373,10011,12812,3,11373
2193,10203,29829,12812,3,10203
2194,17829,10505,12813,3,17829
2195,6627,20655,12813,3,6627
2196,23226,30292,12984,12,30292
2197,52016,9878,12986,12,9878
2198,9243,18155,12989,2,9243
2199,22115,23160,12989,2,22115
2200,14387,11816,12989,2,11816
2201,5054,13429,12813,4,13429
2202,11224,15075,12989,2,15075
2203,12214,24179,13145,12,24179
2204,31568,22707,13150,12,22707
2205,22235,29665,13152,12,29665
2206,22429,12194,13155,12,12194
2207,5150,36588,12811,12,5150
2208,6691,918,12812,4,918
2209,22807,26140,12813,3,22807
2210,3054,18485,12984,12,3054
2211,14716,14177,12986,12,14177
2212,26845,9550,12989,2,9550
2213,20849,22704,13156,12,22704
2214,1075,5992,12811,12,5992
2215,13799,1576,12812,4,1576
2216,7806,6081,12813,4,6081
2217,27482,12195,12989,2,12195
2218,25451,12525,13151,12,12525
2219,30849,19910,13149,12,19910
2220,20099,24843,12988,3,20099
2221,11742,748,12988,3,748
2222,13963,21177,12988,3,21177
2223,23471,23815,12988,3,23815
2224,3996,10404,12814,1,3996
2225,23299,34103,12814,1,34103
2226,23298,13269,12814,1,13269
2227,4003,11489,12814,1,4003
2228,25533,10320,12814,1,10320
2229,9516,18772,12814,1,18772
2230,6431,7984,12814,1,6431
2231,1747,7818,12814,1,7818
2232,3639,13209,12814,1,3639
2233,4454,9658,12814,1,9658
2234,21506,18475,12814,1,18475
2235,9229,1569,12814,1,9229
2236,6850,875,12814,1,875
2237,13576,7393,12988,4,7393
2238,7317,763,12988,4,763
2239,13968,17321,12988,4,13968
2240,42984,40680,12988,4,42984
2241,14432,24840,12812,4,14432
2242,961,4061,12812,4,4061
2243,11923,25171,12813,4,11923
2244,3992,5058,12814,1,5058
2245,14891,23147,12814,1,14891
2246,427,13796,12814,1,427
2247,7462,16994,12814,1,16994
2248,19962,25372,12814,1,19962
2249,6080,6817,12814,1,6080
2250,4149,26221,12814,1,4149
2251,7805,619,12814,1,7805
2252,24084,775,12814,1,775
2253,22439,14982,12814,1,22439
2254,13987,12534,12814,1,12534
2255,9243,22115,12989,3,9243
2256,23816,10590,12989,3,10590
2257,14387,26845,12989,3,14387
2258,7757,882,12812,4,882
2259,38993,22380,12812,4,22380
2260,4146,10203,12812,4,4146
2261,9471,22807,12813,4,9471
2262,17829,672,12813,4,672
2263,9840,14609,12814,1,9840
2264,12653,5129,12814,1,5129
2265,18648,14860,12814,1,14860
2266,7801,13348,12814,1,13348
2267,4008,6254,12814,1,4008
2268,27482,11224,12989,3,11224
2269,21329,23075,12989,4,21329
2270,11181,5904,12989,4,5904
2271,30972,34964,13188,4,30972
2272,21402,22851,13188,4,22851
2273,27084,26991,13188,4,27084
2274,23238,22112,13194,4,22112
2275,1154,30537,13194,4,30537
2276,25926,25927,13194,4,25927
2277,32723,26143,13199,4,26143
2278,31358,26060,13199,4,31358
2279,7348,35667,13203,4,7348
2280,29932,5136,12813,4,5136
2281,24225,13445,12814,1,13445
2282,12614,2179,12814,1,2179
2283,7345,745,12814,1,745
2284,29939,14814,12814,1,14814
2285,8753,28073,12814,1,8753
2286,20559,13797,13199,4,13797
2287,26153,17670,13199,4,26153
2288,39309,1930,13199,4,1930
2289,22863,27783,13199,4,27783
2290,26602,12452,13200,4,12452
2291,11948,18627,13200,4,11948
2292,21757,11202,13200,4,11202
2293,23643,26761,13200,4,23643
2294,14536,30467,13200,4,14536
2295,11940,728,12812,4,728
2296,6627,4067,12813,4,4067
2297,9584,8313,12814,1,8313
2298,29935,3316,12814,1,3316
2299,5838,22437,12814,1,5838
2300,21548,6962,12814,1,6962
2301,12871,9839,12814,1,9839
2302,935,1718,12814,1,1718
2303,13674,12921,12814,1,13674
2304,12661,10202,12814,1,12661
2305,4236,13048,12814,1,4236
2306,10828,5083,12814,1,5083
2307,23129,12852,12989,4,12852
2308,23997,34670,13188,4,23997
2309,29905,4373,13189,4,4373
2310,17289,10584,13198,4,17289
2311,18748,32073,13198,4,32073
2312,2247,25482,13198,4,25482
2313,26839,36042,13203,4,36042
2314,11178,75,12812,4,75
2315,24008,20847,12813,4,20847
2316,4461,6831,12814,1,6831
2317,13957,1003,12814,1,1003
2318,10400,1264,12814,1,1264
2319,26923,9153,12814,1,9153
2320,12861,25546,13189,4,12861
2321,6848,9833,12812,4,6848
2322,3586,11323,13189,4,11323
2323,22773,10636,13196,4,10636
2324,11388,7612,13196,4,11388
2325,10593,24650,13196,4,10593
2326,18016,9488,12988,4,9488
2327,17123,9842,12988,4,9842
2328,15021,19942,13187,4,15021
2329,28762,34537,13187,4,28762
2330,18089,19883,13187,4,19883
2331,20287,26009,13187,4,26009
2332,27531,14510,13187,4,27531
2333,29954,8812,13187,4,8812
2334,25052,41933,12813,4,41933
2335,1035,735,12813,4,1035
2336,14177,17675,12814,1,14177
2337,29372,13617,12814,1,13617
2338,35036,11521,12814,1,11521
2339,1266,8396,12814,1,1266
2340,11701,7895,12814,1,11701
2341,26218,23142,12814,1,23142
2342,20542,7772,12814,1,7772
2343,25543,24849,12814,1,24849
2344,14716,20651,12814,1,14716
2345,838,10415,12814,1,838
2346,13963,29833,12988,4,13963
2347,28171,23471,12988,4,28171
2348,762,17830,12988,4,762
2349,8517,20396,12989,4,20396
2350,20463,14387,12989,4,14387
2351,13800,17359,12989,4,17359
2352,12190,9403,12989,4,12190
2353,14892,24945,13187,4,24945
2354,42971,30839,13193,4,30839
2355,24646,30801,13193,4,30801
2356,29732,14130,13193,4,14130
2357,39067,49881,12812,4,49881
2358,1181,11373,12812,4,11373
2359,7540,18017,12813,4,18017
2360,563,26059,12813,4,563
2361,40857,22665,12813,4,22665
2362,13820,10507,12814,1,10507
